window,optimal_d,sparsity_ppmi,corr_ppmi,drift_ppmi,sci_ppmi,corr_svd,drift_svd,sci_svd
5,300,0.02419216888888889,0.5776096003965914,0.0,0.73225923606371,0.6586835230896605,0.0,0.7942244725054223
6,300,0.02707778222222222,0.5721819583058206,0.10757575757575755,0.6972919415681266,0.6535128119060709,0.16337995337995334,0.7338163386376625
7,300,0.029558087777777776,0.5715925285775816,0.07939393939393936,0.7052835323930261,0.6540942183743181,0.12219114219114217,0.7496162226674477
8,300,0.03170635888888889,0.5673047491679797,0.09249417249417247,0.6981674446664102,0.6535042288837541,0.13226107226107223,0.745536381052192
9,300,0.033580026666666665,0.5674943220087174,0.06515151515151514,0.7062585245770657,0.652311188781709,0.10969696969696967,0.752948625635643
10,300,0.03521600111111111,0.5662816902252971,0.07696969696969695,0.7019283568469346,0.6543918253437835,0.08909090909090907,0.7616317815097322
