window,optimal_d,sparsity_ppmi,corr_ppmi,drift_ppmi,sci_ppmi,corr_svd,drift_svd,sci_svd
1,178,0.006193886666666666,0.5533965212658156,0.0,0.7124987261010082,0.546059478941452,0.0,0.7063887080402951
2,166,0.011864122222222223,0.5687933437776317,0.43196489784725073,0.5684139700992616,0.6169041692627589,0.5610133416634965,0.5129558713835056
5,149,0.02419216888888889,0.5776096003965914,0.4554794388617917,0.5605772209109526,0.6382836719575666,0.5651489076798674,0.5172851746121014
7,144,0.029558087777777776,0.5715925285775816,0.1658275058275058,0.678359124743557,0.6302720399338434,0.2494338994338995,0.6851792595151098
10,140,0.03521600111111111,0.5662816902252971,0.19212454212454208,0.6658409926543666,0.6319276303037911,0.24978354978354983,0.6860102507138879
12,138,0.037901503333333336,0.5654052890117678,0.09757575757575757,0.6952243822209105,0.6315285197660566,0.12983682983682981,0.731885063350101
15,137,0.04080421,0.5602871954867295,0.08703962703962702,0.6944114728737151,0.6280249673737982,0.10848484848484846,0.736925293361692
17,136,0.04217734888888889,0.5577354256344355,0.063030303030303,0.6992431949861803,0.6257566238454026,0.05787878787878786,0.7520210764209838
20,136,0.04362155555555555,0.5546425522012952,0.06272727272727271,0.696891230642116,0.6259335087401069,0.07431235431235429,0.7468561696380457
